year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2012,C,Manufacturing,h_200+,Totalincome,55877,DOLLARS(millions)
2012,C,Manufacturing,h_200+,Totalexpenditure,53886,DOLLARS(millions)
2012,C,Manufacturing,h_200+,Operatingprofitbeforetax,1636,DOLLARS(millions)
2012,C,Manufacturing,h_200+,Totalassets,41628,DOLLARS(millions)
2012,C,Manufacturing,h_200+,Fixedtangibleassets,14485,DOLLARS(millions)
2012,C,Manufacturing,i_Industry_Total,Activityunit,20643,COUNT
2012,C,Manufacturing,i_Industry_Total,Rollingmeanemployees,221304,COUNT
2012,C,Manufacturing,i_Industry_Total,Salariesandwagespaid,12486,DOLLARS(millions)
2012,C,Manufacturing,i_Industry_Total,Salessalesgovernmentfundingsalesgrantsandsubsidies,97144,DOLLARS(millions)
2012,C,Manufacturing,i_Industry_Total,Totalincome,98498,DOLLARS(millions)
2012,C,Manufacturing,i_Industry_Total,Totalexpenditure,94420,DOLLARS(millions)
2012,C,Manufacturing,i_Industry_Total,Operatingprofitbeforetax,3890,DOLLARS(millions)
2012,C,Manufacturing,i_Industry_Total,Totalassets,71537,DOLLARS(millions)
2012,C,Manufacturing,i_Industry_Total,Fixedtangibleassets,23005,DOLLARS(millions)
2012,D,Electricity,a_0,Activityunit,516,COUNT
2012,D,Electricity,a_0,Rollingmeanemployees,0,COUNT
2012,D,Electricity,a_0,Salariesandwagespaid,17,DOLLARS(millions)
2012,D,Electricity,a_0,Salessalesgovernmentfundingsalesgrantsandsubsidies,2107,DOLLARS(millions)
2012,D,Electricity,a_0,Totalincome,2176,DOLLARS(millions)
2012,D,Electricity,a_0,Totalexpenditure,1807,DOLLARS(millions)
2012,D,Electricity,a_0,Operatingprofitbeforetax,361,DOLLARS(millions)
2012,D,Electricity,a_0,Totalassets,7678,DOLLARS(millions)
2012,D,Electricity,a_0,Fixedtangibleassets,5485,DOLLARS(millions)
2012,D,Electricity,b_1-5,Activityunit,324,COUNT
2012,D,Electricity,b_1-5,Rollingmeanemployees,624,COUNT
2012,D,Electricity,b_1-5,Salariesandwagespaid,32,DOLLARS(millions)
2012,D,Electricity,b_1-5,Salessalesgovernmentfundingsalesgrantsandsubsidies,216,DOLLARS(millions)
2012,D,Electricity,b_1-5,Totalincome,218,DOLLARS(millions)
2012,D,Electricity,b_1-5,Totalexpenditure,200,DOLLARS(millions)
2012,D,Electricity,b_1-5,Operatingprofitbeforetax,45,DOLLARS(millions)
2012,D,Electricity,b_1-5,Totalassets,633,DOLLARS(millions)
2012,D,Electricity,b_1-5,Fixedtangibleassets,178,DOLLARS(millions)
2012,D,Electricity,c_6-9,Activityunit,57,COUNT
2012,D,Electricity,c_6-9,Rollingmeanemployees,384,COUNT
2012,D,Electricity,c_6-9,Salariesandwagespaid,17,DOLLARS(millions)
2012,D,Electricity,c_6-9,Salessalesgovernmentfundingsalesgrantsandsubsidies,118,DOLLARS(millions)
2012,D,Electricity,c_6-9,Totalincome,119,DOLLARS(millions)
2012,D,Electricity,c_6-9,Totalexpenditure,103,DOLLARS(millions)
2012,D,Electricity,c_6-9,Operatingprofitbeforetax,16,DOLLARS(millions)
2012,D,Electricity,c_6-9,Totalassets,128,DOLLARS(millions)
2012,D,Electricity,c_6-9,Fixedtangibleassets,C,DOLLARS(millions)
2012,D,Electricity,d_10-19,Activityunit,42,COUNT
2012,D,Electricity,d_10-19,Rollingmeanemployees,576,COUNT
2012,D,Electricity,d_10-19,Salariesandwagespaid,40,DOLLARS(millions)
2012,D,Electricity,d_10-19,Salessalesgovernmentfundingsalesgrantsandsubsidies,242,DOLLARS(millions)
2012,D,Electricity,d_10-19,Totalincome,247,DOLLARS(millions)
2012,D,Electricity,d_10-19,Totalexpenditure,220,DOLLARS(millions)
2012,D,Electricity,d_10-19,Operatingprofitbeforetax,29,DOLLARS(millions)
2012,D,Electricity,d_10-19,Totalassets,747,DOLLARS(millions)
2012,D,Electricity,d_10-19,Fixedtangibleassets,595,DOLLARS(millions)
2012,D,Electricity,e_20-49,Activityunit,30,COUNT
2012,D,Electricity,e_20-49,Rollingmeanemployees,993,COUNT
2012,D,Electricity,e_20-49,Salariesandwagespaid,56,DOLLARS(millions)
2012,D,Electricity,e_20-49,Salessalesgovernmentfundingsalesgrantsandsubsidies,358,DOLLARS(millions)
2012,D,Electricity,e_20-49,Totalincome,364,DOLLARS(millions)
2012,D,Electricity,e_20-49,Totalexpenditure,305,DOLLARS(millions)
2012,D,Electricity,e_20-49,Operatingprofitbeforetax,64,DOLLARS(millions)
2012,D,Electricity,e_20-49,Totalassets,836,DOLLARS(millions)
2012,D,Electricity,e_20-49,Fixedtangibleassets,695,DOLLARS(millions)
2012,D,Electricity,f_50-99,Activityunit,21,COUNT
2012,D,Electricity,f_50-99,Rollingmeanemployees,1341,COUNT
2012,D,Electricity,f_50-99,Salariesandwagespaid,73,DOLLARS(millions)
2012,D,Electricity,f_50-99,Salessalesgovernmentfundingsalesgrantsandsubsidies,1005,DOLLARS(millions)
2012,D,Electricity,f_50-99,Totalincome,1019,DOLLARS(millions)
2012,D,Electricity,f_50-99,Totalexpenditure,927,DOLLARS(millions)
2012,D,Electricity,f_50-99,Operatingprofitbeforetax,91,DOLLARS(millions)
2012,D,Electricity,f_50-99,Totalassets,1668,DOLLARS(millions)
2012,D,Electricity,f_50-99,Fixedtangibleassets,C,DOLLARS(millions)
2012,D,Electricity,g_100-199,Activityunit,9,COUNT
2012,D,Electricity,g_100-199,Rollingmeanemployees,1245,COUNT
2012,D,Electricity,g_100-199,Salariesandwagespaid,76,DOLLARS(millions)
2012,D,Electricity,g_100-199,Salessalesgovernmentfundingsalesgrantsandsubsidies,557,DOLLARS(millions)
2012,D,Electricity,g_100-199,Totalincome,596,DOLLARS(millions)
2012,D,Electricity,g_100-199,Totalexpenditure,485,DOLLARS(millions)
2012,D,Electricity,g_100-199,Operatingprofitbeforetax,93,DOLLARS(millions)
2012,D,Electricity,g_100-199,Totalassets,2777,DOLLARS(millions)
2012,D,Electricity,g_100-199,Fixedtangibleassets,2415,DOLLARS(millions)
2012,D,Electricity,h_200+,Activityunit,15,COUNT
2012,D,Electricity,h_200+,Rollingmeanemployees,9417,COUNT
2012,D,Electricity,h_200+,Salariesandwagespaid,712,DOLLARS(millions)
2012,D,Electricity,h_200+,Salessalesgovernmentfundingsalesgrantsandsubsidies,12735,DOLLARS(millions)
2012,D,Electricity,h_200+,Totalincome,13064,DOLLARS(millions)
2012,D,Electricity,h_200+,Totalexpenditure,11739,DOLLARS(millions)
2012,D,Electricity,h_200+,Operatingprofitbeforetax,1543,DOLLARS(millions)
2012,D,Electricity,h_200+,Totalassets,46866,DOLLARS(millions)
2012,D,Electricity,h_200+,Fixedtangibleassets,37709,DOLLARS(millions)
2012,D,Electricity,i_Industry_Total,Activityunit,1011,COUNT
2012,D,Electricity,i_Industry_Total,Rollingmeanemployees,14580,COUNT
2012,D,Electricity,i_Industry_Total,Salariesandwagespaid,1022,DOLLARS(millions)
2012,D,Electricity,i_Industry_Total,Salessalesgovernmentfundingsalesgrantsandsubsidies,17339,DOLLARS(millions)
2012,D,Electricity,i_Industry_Total,Totalincome,17802,DOLLARS(millions)
2012,D,Electricity,i_Industry_Total,Totalexpenditure,15786,DOLLARS(millions)
2012,D,Electricity,i_Industry_Total,Operatingprofitbeforetax,2243,DOLLARS(millions)
2012,D,Electricity,i_Industry_Total,Totalassets,61333,DOLLARS(millions)
2012,D,Electricity,i_Industry_Total,Fixedtangibleassets,48583,DOLLARS(millions)
2012,E,Construction,a_0,Activityunit,28434,COUNT
2012,E,Construction,a_0,Rollingmeanemployees,0,COUNT
2012,E,Construction,a_0,Salariesandwagespaid,681,DOLLARS(millions)
2012,E,Construction,a_0,Salessalesgovernmentfundingsalesgrantsandsubsidies,5804,DOLLARS(millions)
2012,E,Construction,a_0,Totalincome,5862,DOLLARS(millions)
2012,E,Construction,a_0,Totalexpenditure,5167,DOLLARS(millions)
2012,E,Construction,a_0,Operatingprofitbeforetax,512,DOLLARS(millions)
2012,E,Construction,a_0,Totalassets,5899,DOLLARS(millions)
2012,E,Construction,a_0,Fixedtangibleassets,1817,DOLLARS(millions)
2012,E,Construction,b_1-5,Activityunit,16164,COUNT
2012,E,Construction,b_1-5,Rollingmeanemployees,28461,COUNT
2012,E,Construction,b_1-5,Salariesandwagespaid,1500,DOLLARS(millions)
2012,E,Construction,b_1-5,Salessalesgovernmentfundingsalesgrantsandsubsidies,6414,DOLLARS(millions)
2012,E,Construction,b_1-5,Totalincome,6443,DOLLARS(millions)
2012,E,Construction,b_1-5,Totalexpenditure,5918,DOLLARS(millions)
2012,E,Construction,b_1-5,Operatingprofitbeforetax,545,DOLLARS(millions)
2012,E,Construction,b_1-5,Totalassets,3329,DOLLARS(millions)
2012,E,Construction,b_1-5,Fixedtangibleassets,948,DOLLARS(millions)
2012,E,Construction,c_6-9,Activityunit,2202,COUNT
2012,E,Construction,c_6-9,Rollingmeanemployees,15294,COUNT
2012,E,Construction,c_6-9,Salariesandwagespaid,807,DOLLARS(millions)
2012,E,Construction,c_6-9,Salessalesgovernmentfundingsalesgrantsandsubsidies,2941,DOLLARS(millions)
2012,E,Construction,c_6-9,Totalincome,2956,DOLLARS(millions)
2012,E,Construction,c_6-9,Totalexpenditure,2845,DOLLARS(millions)
2012,E,Construction,c_6-9,Operatingprofitbeforetax,134,DOLLARS(millions)
2012,E,Construction,c_6-9,Totalassets,1317,DOLLARS(millions)
2012,E,Construction,c_6-9,Fixedtangibleassets,333,DOLLARS(millions)
2012,E,Construction,d_10-19,Activityunit,1377,COUNT
2012,E,Construction,d_10-19,Rollingmeanemployees,17955,COUNT
2012,E,Construction,d_10-19,Salariesandwagespaid,907,DOLLARS(millions)
2012,E,Construction,d_10-19,Salessalesgovernmentfundingsalesgrantsandsubsidies,3673,DOLLARS(millions)
2012,E,Construction,d_10-19,Totalincome,3694,DOLLARS(millions)
2012,E,Construction,d_10-19,Totalexpenditure,3554,DOLLARS(millions)
2012,E,Construction,d_10-19,Operatingprofitbeforetax,123,DOLLARS(millions)
2012,E,Construction,d_10-19,Totalassets,1707,DOLLARS(millions)
2012,E,Construction,d_10-19,Fixedtangibleassets,335,DOLLARS(millions)
2012,E,Construction,e_20-49,Activityunit,651,COUNT
2012,E,Construction,e_20-49,Rollingmeanemployees,18687,COUNT
2012,E,Construction,e_20-49,Salariesandwagespaid,993,DOLLARS(millions)
2012,E,Construction,e_20-49,Salessalesgovernmentfundingsalesgrantsandsubsidies,4201,DOLLARS(millions)
2012,E,Construction,e_20-49,Totalincome,4219,DOLLARS(millions)
2012,E,Construction,e_20-49,Totalexpenditure,4108,DOLLARS(millions)
2012,E,Construction,e_20-49,Operatingprofitbeforetax,139,DOLLARS(millions)
2012,E,Construction,e_20-49,Totalassets,1767,DOLLARS(millions)
2012,E,Construction,e_20-49,Fixedtangibleassets,586,DOLLARS(millions)
2012,E,Construction,f_50-99,Activityunit,135,COUNT
2012,E,Construction,f_50-99,Rollingmeanemployees,8865,COUNT
2012,E,Construction,f_50-99,Salariesandwagespaid,520,DOLLARS(millions)
2012,E,Construction,f_50-99,Salessalesgovernmentfundingsalesgrantsandsubsidies,2650,DOLLARS(millions)
2012,E,Construction,f_50-99,Totalincome,2663,DOLLARS(millions)
2012,E,Construction,f_50-99,Totalexpenditure,2536,DOLLARS(millions)
2012,E,Construction,f_50-99,Operatingprofitbeforetax,142,DOLLARS(millions)
2012,E,Construction,f_50-99,Totalassets,1364,DOLLARS(millions)
2012,E,Construction,f_50-99,Fixedtangibleassets,306,DOLLARS(millions)
2012,E,Construction,g_100-199,Activityunit,45,COUNT
2012,E,Construction,g_100-199,Rollingmeanemployees,6003,COUNT
2012,E,Construction,g_100-199,Salariesandwagespaid,384,DOLLARS(millions)
2012,E,Construction,g_100-199,Salessalesgovernmentfundingsalesgrantsandsubsidies,1577,DOLLARS(millions)
2012,E,Construction,g_100-199,Totalincome,1586,DOLLARS(millions)
2012,E,Construction,g_100-199,Totalexpenditure,1492,DOLLARS(millions)
2012,E,Construction,g_100-199,Operatingprofitbeforetax,90,DOLLARS(millions)
2012,E,Construction,g_100-199,Totalassets,1145,DOLLARS(millions)
2012,E,Construction,g_100-199,Fixedtangibleassets,445,DOLLARS(millions)
2012,E,Construction,h_200+,Activityunit,42,COUNT
2012,E,Construction,h_200+,Rollingmeanemployees,23085,COUNT
2012,E,Construction,h_200+,Salariesandwagespaid,1546,DOLLARS(millions)
2012,E,Construction,h_200+,Salessalesgovernmentfundingsalesgrantsandsubsidies,6444,DOLLARS(millions)
2012,E,Construction,h_200+,Totalincome,6537,DOLLARS(millions)
2012,E,Construction,h_200+,Totalexpenditure,6289,DOLLARS(millions)
2012,E,Construction,h_200+,Operatingprofitbeforetax,299,DOLLARS(millions)
2012,E,Construction,h_200+,Totalassets,3825,DOLLARS(millions)
2012,E,Construction,h_200+,Fixedtangibleassets,663,DOLLARS(millions)
2012,E,Construction,i_Industry_Total,Activityunit,49047,COUNT
2012,E,Construction,i_Industry_Total,Rollingmeanemployees,118350,COUNT
2012,E,Construction,i_Industry_Total,Salariesandwagespaid,7337,DOLLARS(millions)
2012,E,Construction,i_Industry_Total,Salessalesgovernmentfundingsalesgrantsandsubsidies,33704,DOLLARS(millions)
2012,E,Construction,i_Industry_Total,Totalincome,33962,DOLLARS(millions)
2012,E,Construction,i_Industry_Total,Totalexpenditure,31908,DOLLARS(millions)
2012,E,Construction,i_Industry_Total,Operatingprofitbeforetax,1983,DOLLARS(millions)
2012,E,Construction,i_Industry_Total,Totalassets,20352,DOLLARS(millions)
2012,E,Construction,i_Industry_Total,Fixedtangibleassets,5434,DOLLARS(millions)
2012,F,WholesaleTrade,a_0,Activityunit,7737,COUNT
2012,F,WholesaleTrade,a_0,Rollingmeanemployees,0,COUNT
2012,F,WholesaleTrade,a_0,Salariesandwagespaid,266,DOLLARS(millions)
2012,F,WholesaleTrade,a_0,Salessalesgovernmentfundingsalesgrantsandsubsidies,7058,DOLLARS(millions)
2012,F,WholesaleTrade,a_0,Totalincome,7215,DOLLARS(millions)
2012,F,WholesaleTrade,a_0,Totalexpenditure,6897,DOLLARS(millions)
2012,F,WholesaleTrade,a_0,Operatingprofitbeforetax,219,DOLLARS(millions)
2012,F,WholesaleTrade,a_0,Totalassets,3357,DOLLARS(millions)
2012,F,WholesaleTrade,a_0,Fixedtangibleassets,607,DOLLARS(millions)
2012,F,WholesaleTrade,b_1-5,Activityunit,6030,COUNT
2012,F,WholesaleTrade,b_1-5,Rollingmeanemployees,13548,COUNT
2012,F,WholesaleTrade,b_1-5,Salariesandwagespaid,775,DOLLARS(millions)
2012,F,WholesaleTrade,b_1-5,Salessalesgovernmentfundingsalesgrantsandsubsidies,9317,DOLLARS(millions)
2012,F,WholesaleTrade,b_1-5,Totalincome,9382,DOLLARS(millions)
2012,F,WholesaleTrade,b_1-5,Totalexpenditure,9089,DOLLARS(millions)
2012,F,WholesaleTrade,b_1-5,Operatingprofitbeforetax,422,DOLLARS(millions)
2012,F,WholesaleTrade,b_1-5,Totalassets,4116,DOLLARS(millions)
2012,F,WholesaleTrade,b_1-5,Fixedtangibleassets,446,DOLLARS(millions)
2012,F,WholesaleTrade,c_6-9,Activityunit,1122,COUNT
2012,F,WholesaleTrade,c_6-9,Rollingmeanemployees,7983,COUNT
2012,F,WholesaleTrade,c_6-9,Salariesandwagespaid,412,DOLLARS(millions)
2012,F,WholesaleTrade,c_6-9,Salessalesgovernmentfundingsalesgrantsandsubsidies,4459,DOLLARS(millions)
2012,F,WholesaleTrade,c_6-9,Totalincome,4495,DOLLARS(millions)
2012,F,WholesaleTrade,c_6-9,Totalexpenditure,4304,DOLLARS(millions)
2012,F,WholesaleTrade,c_6-9,Operatingprofitbeforetax,216,DOLLARS(millions)
2012,F,WholesaleTrade,c_6-9,Totalassets,1854,DOLLARS(millions)
2012,F,WholesaleTrade,c_6-9,Fixedtangibleassets,167,DOLLARS(millions)
2012,F,WholesaleTrade,d_10-19,Activityunit,960,COUNT
2012,F,WholesaleTrade,d_10-19,Rollingmeanemployees,13068,COUNT
2012,F,WholesaleTrade,d_10-19,Salariesandwagespaid,717,DOLLARS(millions)
2012,F,WholesaleTrade,d_10-19,Salessalesgovernmentfundingsalesgrantsandsubsidies,8149,DOLLARS(millions)
2012,F,WholesaleTrade,d_10-19,Totalincome,8210,DOLLARS(millions)
2012,F,WholesaleTrade,d_10-19,Totalexpenditure,7877,DOLLARS(millions)
2012,F,WholesaleTrade,d_10-19,Operatingprofitbeforetax,351,DOLLARS(millions)
2012,F,WholesaleTrade,d_10-19,Totalassets,3635,DOLLARS(millions)
2012,F,WholesaleTrade,d_10-19,Fixedtangibleassets,327,DOLLARS(millions)
2012,F,WholesaleTrade,e_20-49,Activityunit,555,COUNT
2012,F,WholesaleTrade,e_20-49,Rollingmeanemployees,16728,COUNT
2012,F,WholesaleTrade,e_20-49,Salariesandwagespaid,1037,DOLLARS(millions)
2012,F,WholesaleTrade,e_20-49,Salessalesgovernmentfundingsalesgrantsandsubsidies,11097,DOLLARS(millions)
2012,F,WholesaleTrade,e_20-49,Totalincome,11220,DOLLARS(millions)
2012,F,WholesaleTrade,e_20-49,Totalexpenditure,10823,DOLLARS(millions)
2012,F,WholesaleTrade,e_20-49,Operatingprofitbeforetax,587,DOLLARS(millions)
2012,F,WholesaleTrade,e_20-49,Totalassets,5741,DOLLARS(millions)
2012,F,WholesaleTrade,e_20-49,Fixedtangibleassets,557,DOLLARS(millions)
2012,F,WholesaleTrade,f_50-99,Activityunit,195,COUNT
2012,F,WholesaleTrade,f_50-99,Rollingmeanemployees,13146,COUNT
2012,F,WholesaleTrade,f_50-99,Salariesandwagespaid,807,DOLLARS(millions)
2012,F,WholesaleTrade,f_50-99,Salessalesgovernmentfundingsalesgrantsandsubsidies,9590,DOLLARS(millions)
2012,F,WholesaleTrade,f_50-99,Totalincome,9693,DOLLARS(millions)
2012,F,WholesaleTrade,f_50-99,Totalexpenditure,9332,DOLLARS(millions)
2012,F,WholesaleTrade,f_50-99,Operatingprofitbeforetax,418,DOLLARS(millions)
2012,F,WholesaleTrade,f_50-99,Totalassets,5114,DOLLARS(millions)
2012,F,WholesaleTrade,f_50-99,Fixedtangibleassets,407,DOLLARS(millions)
2012,F,WholesaleTrade,g_100-199,Activityunit,63,COUNT
2012,F,WholesaleTrade,g_100-199,Rollingmeanemployees,8637,COUNT
2012,F,WholesaleTrade,g_100-199,Salariesandwagespaid,539,DOLLARS(millions)
2012,F,WholesaleTrade,g_100-199,Salessalesgovernmentfundingsalesgrantsandsubsidies,7162,DOLLARS(millions)
2012,F,WholesaleTrade,g_100-199,Totalincome,7236,DOLLARS(millions)
2012,F,WholesaleTrade,g_100-199,Totalexpenditure,7030,DOLLARS(millions)
2012,F,WholesaleTrade,g_100-199,Operatingprofitbeforetax,381,DOLLARS(millions)
2012,F,WholesaleTrade,g_100-199,Totalassets,3801,DOLLARS(millions)
2012,F,WholesaleTrade,g_100-199,Fixedtangibleassets,320,DOLLARS(millions)
2012,F,WholesaleTrade,h_200+,Activityunit,48,COUNT
2012,F,WholesaleTrade,h_200+,Rollingmeanemployees,22965,COUNT
2012,F,WholesaleTrade,h_200+,Salariesandwagespaid,1370,DOLLARS(millions)
2012,F,WholesaleTrade,h_200+,Salessalesgovernmentfundingsalesgrantsandsubsidies,24218,DOLLARS(millions)
2012,F,WholesaleTrade,h_200+,Totalincome,24331,DOLLARS(millions)
2012,F,WholesaleTrade,h_200+,Totalexpenditure,23940,DOLLARS(millions)
2012,F,WholesaleTrade,h_200+,Operatingprofitbeforetax,534,DOLLARS(millions)
2012,F,WholesaleTrade,h_200+,Totalassets,8106,DOLLARS(millions)
2012,F,WholesaleTrade,h_200+,Fixedtangibleassets,1107,DOLLARS(millions)
2012,F,WholesaleTrade,i_Industry_Total,Activityunit,16710,COUNT
2012,F,WholesaleTrade,i_Industry_Total,Rollingmeanemployees,96078,COUNT
2012,F,WholesaleTrade,i_Industry_Total,Salariesandwagespaid,5925,DOLLARS(millions)
2012,F,WholesaleTrade,i_Industry_Total,Salessalesgovernmentfundingsalesgrantsandsubsidies,81051,DOLLARS(millions)
2012,F,WholesaleTrade,i_Industry_Total,Totalincome,81782,DOLLARS(millions)
2012,F,WholesaleTrade,i_Industry_Total,Totalexpenditure,79293,DOLLARS(millions)
2012,F,WholesaleTrade,i_Industry_Total,Operatingprofitbeforetax,3127,DOLLARS(millions)
2012,F,WholesaleTrade,i_Industry_Total,Totalassets,35724,DOLLARS(millions)
2012,F,WholesaleTrade,i_Industry_Total,Fixedtangibleassets,3938,DOLLARS(millions)
2012,G,RetailTrade,a_0,Activityunit,10470,COUNT
2012,G,RetailTrade,a_0,Rollingmeanemployees,0,COUNT
2012,G,RetailTrade,a_0,Salariesandwagespaid,178,DOLLARS(millions)
2012,G,RetailTrade,a_0,Salessalesgovernmentfundingsalesgrantsandsubsidies,2762,DOLLARS(millions)
2012,G,RetailTrade,a_0,Totalincome,2776,DOLLARS(millions)
2012,G,RetailTrade,a_0,Totalexpenditure,2641,DOLLARS(millions)
2012,G,RetailTrade,a_0,Operatingprofitbeforetax,124,DOLLARS(millions)
2012,G,RetailTrade,a_0,Totalassets,1846,DOLLARS(millions)
2012,G,RetailTrade,a_0,Fixedtangibleassets,589,DOLLARS(millions)
2012,G,RetailTrade,b_1-5,Activityunit,10764,COUNT
2012,G,RetailTrade,b_1-5,Rollingmeanemployees,24345,COUNT
2012,G,RetailTrade,b_1-5,Salariesandwagespaid,783,DOLLARS(millions)
2012,G,RetailTrade,b_1-5,Salessalesgovernmentfundingsalesgrantsandsubsidies,7233,DOLLARS(millions)
2012,G,RetailTrade,b_1-5,Totalincome,7267,DOLLARS(millions)
2012,G,RetailTrade,b_1-5,Totalexpenditure,7087,DOLLARS(millions)
2012,G,RetailTrade,b_1-5,Operatingprofitbeforetax,242,DOLLARS(millions)
2012,G,RetailTrade,b_1-5,Totalassets,3167,DOLLARS(millions)
2012,G,RetailTrade,b_1-5,Fixedtangibleassets,637,DOLLARS(millions)
2012,G,RetailTrade,c_6-9,Activityunit,1818,COUNT
2012,G,RetailTrade,c_6-9,Rollingmeanemployees,12948,COUNT
2012,G,RetailTrade,c_6-9,Salariesandwagespaid,419,DOLLARS(millions)
2012,G,RetailTrade,c_6-9,Salessalesgovernmentfundingsalesgrantsandsubsidies,3065,DOLLARS(millions)
2012,G,RetailTrade,c_6-9,Totalincome,3075,DOLLARS(millions)
2012,G,RetailTrade,c_6-9,Totalexpenditure,2965,DOLLARS(millions)
2012,G,RetailTrade,c_6-9,Operatingprofitbeforetax,116,DOLLARS(millions)
2012,G,RetailTrade,c_6-9,Totalassets,1008,DOLLARS(millions)
2012,G,RetailTrade,c_6-9,Fixedtangibleassets,207,DOLLARS(millions)
2012,G,RetailTrade,d_10-19,Activityunit,1542,COUNT
2012,G,RetailTrade,d_10-19,Rollingmeanemployees,20571,COUNT
2012,G,RetailTrade,d_10-19,Salariesandwagespaid,693,DOLLARS(millions)
2012,G,RetailTrade,d_10-19,Salessalesgovernmentfundingsalesgrantsandsubsidies,5782,DOLLARS(millions)
2012,G,RetailTrade,d_10-19,Totalincome,5816,DOLLARS(millions)
2012,G,RetailTrade,d_10-19,Totalexpenditure,5703,DOLLARS(millions)
2012,G,RetailTrade,d_10-19,Operatingprofitbeforetax,182,DOLLARS(millions)
2012,G,RetailTrade,d_10-19,Totalassets,1839,DOLLARS(millions)
2012,G,RetailTrade,d_10-19,Fixedtangibleassets,243,DOLLARS(millions)
2012,G,RetailTrade,e_20-49,Activityunit,552,COUNT
2012,G,RetailTrade,e_20-49,Rollingmeanemployees,15678,COUNT
2012,G,RetailTrade,e_20-49,Salariesandwagespaid,519,DOLLARS(millions)
2012,G,RetailTrade,e_20-49,Salessalesgovernmentfundingsalesgrantsandsubsidies,4913,DOLLARS(millions)
2012,G,RetailTrade,e_20-49,Totalincome,4931,DOLLARS(millions)
2012,G,RetailTrade,e_20-49,Totalexpenditure,4873,DOLLARS(millions)
2012,G,RetailTrade,e_20-49,Operatingprofitbeforetax,111,DOLLARS(millions)
2012,G,RetailTrade,e_20-49,Totalassets,1501,DOLLARS(millions)
2012,G,RetailTrade,e_20-49,Fixedtangibleassets,312,DOLLARS(millions)
2012,G,RetailTrade,f_50-99,Activityunit,222,COUNT
2012,G,RetailTrade,f_50-99,Rollingmeanemployees,15732,COUNT
2012,G,RetailTrade,f_50-99,Salariesandwagespaid,504,DOLLARS(millions)
2012,G,RetailTrade,f_50-99,Salessalesgovernmentfundingsalesgrantsandsubsidies,4688,DOLLARS(millions)
2012,G,RetailTrade,f_50-99,Totalincome,4714,DOLLARS(millions)
2012,G,RetailTrade,f_50-99,Totalexpenditure,4684,DOLLARS(millions)
2012,G,RetailTrade,f_50-99,Operatingprofitbeforetax,68,DOLLARS(millions)
2012,G,RetailTrade,f_50-99,Totalassets,1319,DOLLARS(millions)
2012,G,RetailTrade,f_50-99,Fixedtangibleassets,227,DOLLARS(millions)
2012,G,RetailTrade,g_100-199,Activityunit,153,COUNT
2012,G,RetailTrade,g_100-199,Rollingmeanemployees,22485,COUNT
2012,G,RetailTrade,g_100-199,Salariesandwagespaid,635,DOLLARS(millions)
2012,G,RetailTrade,g_100-199,Salessalesgovernmentfundingsalesgrantsandsubsidies,6392,DOLLARS(millions)
2012,G,RetailTrade,g_100-199,Totalincome,6423,DOLLARS(millions)
2012,G,RetailTrade,g_100-199,Totalexpenditure,6277,DOLLARS(millions)
2012,G,RetailTrade,g_100-199,Operatingprofitbeforetax,181,DOLLARS(millions)
2012,G,RetailTrade,g_100-199,Totalassets,1760,DOLLARS(millions)
2012,G,RetailTrade,g_100-199,Fixedtangibleassets,372,DOLLARS(millions)
2012,G,RetailTrade,h_200+,Activityunit,123,COUNT
2012,G,RetailTrade,h_200+,Rollingmeanemployees,79437,COUNT
2012,G,RetailTrade,h_200+,Salariesandwagespaid,2387,DOLLARS(millions)
2012,G,RetailTrade,h_200+,Salessalesgovernmentfundingsalesgrantsandsubsidies,21235,DOLLARS(millions)
2012,G,RetailTrade,h_200+,Totalincome,21407,DOLLARS(millions)
2012,G,RetailTrade,h_200+,Totalexpenditure,20688,DOLLARS(millions)
2012,G,RetailTrade,h_200+,Operatingprofitbeforetax,837,DOLLARS(millions)
2012,G,RetailTrade,h_200+,Totalassets,8951,DOLLARS(millions)
2012,G,RetailTrade,h_200+,Fixedtangibleassets,2359,DOLLARS(millions)
2012,G,RetailTrade,i_Industry_Total,Activityunit,25644,COUNT
2012,G,RetailTrade,i_Industry_Total,Rollingmeanemployees,191196,COUNT
2012,G,RetailTrade,i_Industry_Total,Salariesandwagespaid,6118,DOLLARS(millions)
2012,G,RetailTrade,i_Industry_Total,Salessalesgovernmentfundingsalesgrantsandsubsidies,56070,DOLLARS(millions)
2012,G,RetailTrade,i_Industry_Total,Totalincome,56409,DOLLARS(millions)
2012,G,RetailTrade,i_Industry_Total,Totalexpenditure,54918,DOLLARS(millions)
2012,G,RetailTrade,i_Industry_Total,Operatingprofitbeforetax,1861,DOLLARS(millions)
2012,G,RetailTrade,i_Industry_Total,Totalassets,21391,DOLLARS(millions)
2012,G,RetailTrade,i_Industry_Total,Fixedtangibleassets,4945,DOLLARS(millions)
2012,H,Accommodation,a_0,Activityunit,5118,COUNT
2012,H,Accommodation,a_0,Rollingmeanemployees,0,COUNT
2012,H,Accommodation,a_0,Salariesandwagespaid,111,DOLLARS(millions)
2012,H,Accommodation,a_0,Salessalesgovernmentfundingsalesgrantsandsubsidies,755,DOLLARS(millions)
2012,H,Accommodation,a_0,Totalincome,796,DOLLARS(millions)
